"codigo","cartorio","serventia","municipio_id","cartorio_censo_id"
4254,"SERVIÇO DISTRITAL DO CAJURU","082461",4106902,4254
4255,"1º SERVIÇO DE REGISTRO CIVIL DE PESSOAS NATURAIS E 13º TABELIONATO DE NOTAS","079939",4106902,4255
4256,"SERVIÇO DISTRITAL DO PINHEIRINHO","086447",4106902,4256
4257,"SERVIÇO DISTRITAL DAS MERCES","083162",4106902,4257
4258,"3º SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E 15º TABELIONATO DE NOTAS","080457",4106902,4258
4259,"SERVIÇO DISTRITAL DO BOQUEIRAO","085746",4106902,4259
4260,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084962",4107009,4260
4261,"CARTÓRIO REGISTRO CIVIL E TABELIONATO DE NOTAS","082883",4107108,4261
4262,"SERVIÇO DISTRITAL DE DIAMANTE DO SUL","082065",4107124,4262
4263,"SERVIÇO DISTRITAL DE DOURADINA","082909",4107256,4263
4264,"SERVIÇO DISTRITAL DE DOUTOR CAMARGO","082784",4107306,4264
4265,"SERVIÇO DISTRITAL DE IVAILANDIA","086520",4107504,4265
4266,"SERVIÇO DISTRITAL DE FENIX","141531",4107504,4266
4267,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","153325",4107504,4267
4268,"SERVIÇO DISTRITAL DE SERTAOZINHO","086405",4107504,4268
4269,"SERVIÇO DISTRITAL DE FAROL","081018",4107553,4269
4270,"CARTÓRIO DE REGISTRO CIVIL ANEXOS TITULOS E DOCUMENTOS E PESSOAS JURIDICAS","081315",4107603,4270
4271,"TABELIONATO DE NOTAS E REGISTRO CIVIL","087981",4109757,4271
4272,"SERVIÇO DISTRITAL DE IGUATU","086876",4110052,4272
4273,"SERVIÇO DISTRITAL DE IMBAU","082230",4110078,4273
4274,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DA PESSOAS JURIDICAS","088385",4110102,4274
4275,"SERVIÇO DISTRITAL DE APIABA","086207",4110102,4275
4276,"SERVIÇO DISTRITAL DE INDIANOPOLIS","129908",4110409,4276
4277,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO PRECARIAMENTE O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084723",4110607,4277
4278,"SERVIÇO DISTRITAL DE ITAGUAJE","083600",4110904,4278
4279,"SERVIÇO DISTRITAL DE ITAMBE","129767",4111100,4279
4280,"SERVIÇO DISTRITAL DE ITAPEJARA DO OESTE","084764",4111209,4280
4281,"SERVIÇO DISTRITAL DE ITAPERUCU","129924",4111258,4281
4282,"SERVIÇO DISTRITAL DE IVAI","084269",4111407,4282
4283,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE  TITULOS, DOCUMENTOS E CIVIL DAS PESSOA JURIDICAS","084657",4111506,4283
4284,"SERVIÇO DISTRITAL DE HERCULANDIA","086884",4111555,4284
4285,"SERVIÇO DE REGISTRO CIVIL DE PESSOAS NATURAIS, ACUMULADO PRECARIAMENTE COM O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DE PESSOAS JURIDICAS","080945",4111902,4285
4286,"SERVIÇO DISTRITAL DE SAO JOSE","086959",4112108,4286
4287,"SERVIÇO DISTRITAL DE JANIOPOLIS","083659",4112207,4287
4288,"SERVIÇO DISTRITAL DE JAPIRA","086652",4112306,4288
4289,"SERVIÇO DISTRITAL DE JARDIM ALEGRE","086306",4112504,4289
4290,"SERVIÇO DISTRITAL DE JATAIZINHO","129411",4112702,4290
4291,"SERVIÇO DISTRITAL DE JESUITAS","141564",4112751,4291
4292,"SERVIÇO DISTRITAL DE JURANDA","083675",4112959,4292
4293,"SERVIÇO DISTRITAL DE LARANJAL","144907",4113254,4293
4294,"SERVIÇO DISTRITAL DE JANDINOPOLIS","082255",4113403,4294
4295,"SERVIÇO DISTRITAL DE LEOPOLIS","082289",4113403,4295
4296,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","083725",4113502,4296
4297,"1º SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E 6º TABELIONATO DE NOTAS","079889",4113700,4297
4298,"SERVIÇO DISTRITAL DE LUPIONOPOLIS","087031",4113809,4298
4299,"SERVIÇO DISTRITAL DE DORIZON","086645",4113908,4299
4300,"SERVIÇO DE REGISTRO DE IMOVEIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085704",4113908,4300
4301,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS ACUMULANDO PRECARIAMENTO O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","083782",4114005,4301
4302,"SERVIÇO DISTRITAL DE AREIA BRANCA DOS ASSIS","143784",4114302,4302
4303,"SERVIÇO DISTRITAL DE MANDIRITUBA","083790",4114302,4303
4304,"SERVIÇO DE REGISTRO DE IMOVEIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DE PESSOAS JURIDICAS","085860",4114500,4304
4305,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","081729",4114609,4305
4306,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E 3º TABELIONATO DE NOTAS","080523",4114807,4306
4307,"SERVIÇO DISTRITAL DE MARILUZ","086686",4115101,4307
4308,"2º SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E O 6º TABELIONATO DE NOTAS","080275",4115200,4308
4309,"SERVIÇO DISTRITAL DE MARIOPOLIS","130112",4115309,4309
4310,"TABELIONATO DE NOTAS, ACUMULANDO, PRECARIAMENTE, O TABELIONATO DE PROTESTO DE TITULOS","083899",4115408,4310
4311,"SERVIÇO DE REGISTRO DE IMOVEIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084236",4115705,4311
4312,"SERVIÇO DISTRITAL DE MATO RICO","083907",4115739,4312
4313,"SERVIÇO DISTRITAL DE MAUA DA SERRA","081489",4115754,4313
4314,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","083923",4115804,4314
4315,"CARTÓRIO DO RGISTRO CIVIL","076356",2615003,4315
4316,"CARTÓRIO DO REGISTRO CIVIL","075168",2615102,4316
4317,"CARTÓRIO DO REGISTRO CIVIL E NOTAS","076109",2615805,4317
4318,"CARTÓRIO UNICO","079384",2200251,4318
4319,"CARTÓRIO 1º OFICIO","077958",2200301,4319
4320,"ALTOS CARTÓRIO PUBLICO DO SEGUNDO OFICIO","077891",2200400,4320
4321,"CARTÓRIO ANTONIO LOPES  1º OFICIO DE NOTAS","140509",2201606,4321
4322,"CARTÓRIO MANOEL BARBOSA E SILVA","079319",2202307,4322
4323,"CARTÓRIO DO 1º OFICIO","078154",2203107,4323
4324,"CARTÓRIO UNICO DE DOMINGOS MOURAO","079400",2207900,4324
4325,"CARTÓRIO DO 2º OFICIO","078808",2207900,4325
4326,"CARTÓRIO DO 1º OFICIO","078147",2210706,4326
4327,"CARTÓRIO DO 3º OFICIO DO REGISTRO CIVIL DE PESSOAS NATURAIS","078980",2211001,4327
4328,"CARTÓRIO DO 1º OFICIO DO REGISTRO CIVIL DE PESSOAS NATURAIS - RCPN DA 1ª CIRCUNSCRICAO","148064",2211001,4328
4329,"CARTÓRIO DO SEGUNDO OFICIO","079202",2211308,4329
4330,"SERVIÇO DISTRITAL DE ABATIA","129577",4100103,4330
4331,"SERVIÇO DISTRITAL DE MERCEDES","086322",4115853,4331
4332,"SERVIÇO DISTRITAL DE MISSAL","086728",4116059,4332
4333,"SERVIÇO DISTRITAL DE MOREIRA SALES","085811",4116109,4333
4334,"SERVIÇO DISTRITAL DE MUNHOZ DE MELLO","083956",4116307,4334
4335,"SERVIÇO DISTRITAL DE NOSSA SENHORA DAS GRACAS","145268",4116406,4335
4336,"SERVIÇO DISTRITAL DE NOVA ALIANCA DO IVAI-PR.","129437",4116505,4336
4337,"SERVIÇO DISTRITAL DE NOVA AURORA","084301",4116703,4337
4338,"SERVIÇO DISTRITAL DE NOVA CANTU","087189",4116802,4338
4339,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","081398",4116901,4339
4340,"SERVIÇO DISTRITAL DE NOVA LARANJEIRAS","130005",4117057,4340
4341,"SERVIÇO DISTRITAL DE NOVA OLIMPIA","084020",4117206,4341
4342,"SERVIÇO DISTRITAL DE NOVA SANTA BARBARA","081612",4117214,4342
4343,"SERVIÇO DISTRITAL DE NOVA SANTA ROSA","084038",4117222,4343
4344,"SERVIÇO DISTRITAL DE NOVA TEBAS","088302",4117271,4344
4345,"SERVIÇO DISTRITAL DE NOVO ITACOLOMI","084046",4117297,4345
4346,"SERVIÇO DISTRITAL DE NATINGUI","086777",4117305,4346
4347,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS ACUMULANDO PRECARIAMENTE O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","081430",4117305,4347
4348,"SERVIÇO DISTRITAL DE BARREIRO","082115",4117305,4348
4349,"SERVIÇO DISTRITAL DE OURIZONA","130633",4117404,4349
4350,"SERVIÇO DISTRITAL DE OURO VERDE DO OESTE","080994",4117453,4350
4351,"SERVIÇO DISTRITAL DE AGUA BOA","141713",4117503,4351
4352,"SERVIÇO DISTRITAL DE PAICANDU","130161",4117503,4352
4353,"SERVIÇO DISTRITAL PADRE PONCIANO","130013",4117602,4353
4354,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","145839",4117602,4354
4355,"SERVIÇO DISTRITAL DE FRANCISCO FREDERICO TEIXEIRA GUIMARAES","129718",4117602,4355
4356,"SERVIÇO DISTRITAL DE PAPAGAIOS NOVOS","082800",4117701,4356
4357,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","081422",4117701,4357
4358,"SERVENTIA REGISTRAL DAS PESSOAS NATURAIS, REGISTRO DE TITULOS E DOCUMENTOS E DE PESSOAS JURIDICAS","084905",4117800,4358
4359,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085951",4117909,4359
4360,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","087171",4118006,4360
4361,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","081711",4118105,4361
4362,"SERVIÇO DO REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS E O 2O. TABELIONATO DE PROTESTO DE TITULOS","084376",4118204,4362
4363,"SERVIÇO DISTRITAL DE PARANAPOEMA","084889",4118303,4363
4364,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE  REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","129890",4118402,4364
4365,"SERVIÇO DISTRITAL DE GRACIOSA","144725",4118402,4365
4366,"SERVIÇO DISTRITAL DE SUMARE","081208",4118402,4366
4367,"SERVIÇO DISTRITAL DE VERA GUARANI","083402",4118709,4367
4368,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084095",4118808,4368
4369,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","081372",4118907,4369
4370,"SERVIÇO DISTRITAL DE CONCIOLANDIA","086744",4119004,4370
4371,"SERVIÇO DISTRITAL DE PEROLA DO OESTE","129478",4119004,4371
4372,"SERVENTIA DISTRITAL DE PIEN","000646",4119103,4372
4373,"OFICIO DE REGISTRO CIVIL, TITULOS E DOCUMENTOS DE PINHAIS","084186",4119152,4373
4374,"SERVIÇO DISTRITAL DE PINHAL DE SAO BENTO","085753",4119251,4374
4375,"SERVIÇO DISTRITAL DE PINHALAO","086496",4119202,4375
4376,"SERVIÇO DISTRITAL DE PEDRO LUSTOSA","153312",4119301,4376
4377,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084111",4119301,4377
4378,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","144691",4119509,4378
4379,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","082834",4119608,4379
4380,"SERVIÇO DISTRITAL DE PITANGUEIRAS","081216",4119657,4380
4381,"SERVIÇO DISTRITAL DE PLANALTINA DO PARANA","141929",4119707,4381
4382,"SERVIÇO DISTRITAL DE PLANALTO","084491",4119806,4382
4383,"SERVIÇO DISTRITAL DE CENTRO NOVO","086223",4119806,4383
4384,"SERVIÇO DISTRITAL DE PIRIQUITOS","084517",4119905,4384
4385,"SERVIÇO DISTRITAL DE GUARAGI","082222",4119905,4385
4386,"2º SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS ACUMULANDO PRECARIAMENTE O 2º  SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","080267",4119905,4386
4387,"SERVIÇO DISTRITAL DE ITAIACOCA","086801",4119905,4387
4388,"SERVIÇO DISTRITAL DE UVAIA","086710",4119905,4388
4389,"1º SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS ACUMULANDO PRECARIAMENTE O 1º SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS  E CIVIL DAS PESSOAS JURIDICAS","079871",4119905,4389
4390,"SERVIÇO DISTRITAL DE PONTAL DO PARANA","082347",4119954,4390
4391,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","086017",4120002,4391
4392,"SERVIÇO DISTRITAL DE PORTO AMAZONAS","082867",4120101,4392
4393,"SERVIÇO DISTRITAL DE PORTO BARREIRO","086355",4120150,4393
4394,"SERVIÇO DISTRITAL DE PORTO RICO","088260",4120200,4394
4395,"SERVIÇO DISTRITAL DE PORTO VITORIA","086561",4120309,4395
4396,"REGISTRO CIVIL E TABELIONATO / PRADO FERREIRA","087346",4120333,4396
4397,"SERVIÇO  DISTRITAL DE PRANCHITA","088005",4120358,4397
4398,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO PRECARIAMENTE O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIS  DAS PESSOAS JURIDICAS","082636",4120507,4398
4399,"SERVIÇO DISTRITAL DE PATOS VELHOS","086330",4120606,4399
4400,"SERVIÇO DISTRITAL DE JACIABA","144873",4120606,4400
4401,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","081331",4120606,4401
4402,"REGISTRO CIVIL E TABELIONATO MOLEIRO","084897",4120655,4402
4403,"SERVIÇO DISTRITAL DE QUATIGUA","085878",4120705,4403
4404,"SERVIÇO DISTRITAL DE BORDA DO CAMPO","083287",4120804,4404
4405,"SERVIÇO DISTRITAL DE QUATRO BARRAS","082354",4120804,4405
4406,"SERVIÇO DISTRITAL DE QUATRO PONTES","129965",4120853,4406
4407,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084152",4120903,4407
4408,"SERVIÇO DISTRITAL DE QUERENCIA DO NORTE","081448",4121000,4408
4409,"SERVIÇO DISTRITAL DE QUINTA DO SOL","130526",4121109,4409
4410,"SERVIÇO DISTRITAL DE LAGOA VERDE","082271",4121208,4410
4411,"SERVIÇO DISTRITAL DE QUITANDINHA","086363",4121208,4411
4412,"SERVIÇO DISTRITAL DE RAMILANDIA","082362",4121257,4412
4413,"SERVIÇO DISTRITAL DE RANCHO ALEGRE","086371",4121307,4413
4414,"CARTÓRIO DE REGISTRO CIVIL E TABELIONATO PELOI","081646",4121356,4414
4415,"SERVIÇO DISTRITAL DE MARMELANDIA","082305",4121406,4415
4416,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084640",4121406,4416
4417,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULADO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS.","082933",4121505,4417
4418,"SERVIÇO DISTRITAL DE RENASCENCA","085621",4121604,4418
4419,"SERVIÇO DISTRITAL DE JOSE LACERDA","086314",4121703,4419
4420,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO PRECARIAMENTE O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085340",4121703,4420
4421,"SERVIÇO DISTRITAL DE RESERVA DO IGUACU","082024",4121752,4421
4422,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085928",4121802,4422
4423,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E SERVIÇO DE REGITRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085993",4121901,4423
4424,"SERVIÇO DISTRITAL DE RIO AZUL","088252",4122008,4424
4425,"SERVIÇO DISTRITAL DE RIO BOM","130294",4122107,4425
4426,"SERVIÇO DISTRITAL DE RIO BONITO DO IGUACU","085373",4122156,4426
4427,"SERVIÇO DISTRITAL DE RIO BRANCO DO IVAI","086835",4122172,4427
4428,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085381",4122206,4428
4429,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085407",4122305,4429
4430,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","081794",4122404,4430
4431,"SERVIÇO DISTRITAL DE SAO MARTINHO","130872",4122404,4431
4432,"SERVIÇO DISTRITAL DE RONCADOR","085423",4122503,4432
4433,"SERVIÇO DISTRITAL DE RONDON","142158",4122602,4433
4434,"SERVIÇO DISTRITAL DE ROSARIO DO IVAI","086678",4122651,4434
4435,"SERVIÇO DISTRITAL DE BOM PROGRESSO","086215",4122701,4435
4436,"SERVIÇO DISTRITAL DE SABAUDIA","087064",4122701,4436
4437,"SERVIÇO DISTRITAL DE SALGADO-FILHO","085449",4122800,4437
4438,"SERVIÇO DISTRITAL DE SALTO DO ITARARE","086637",4122909,4438
4439,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084327",4123006,4439
4440,"SERVIÇO DISTRITAL DE SANTA AMELIA","086918",4123105,4440
4441,"SERVIÇO DISTRITAL DE SANTA CECILIA DO PAVAO","088229",4123204,4441
4442,"SERVIÇO DISTRITAL DE SANTA CRUZ DE MONTE CASTELO","081455",4123303,4442
4443,"SERVIÇO DISTRITAL DE SAO CLEMENTE","085472",4123501,4443
4444,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULADO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085910",4123501,4444
4445,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084665",4123709,4445
4446,"SERVIÇO DISTRITAL DE SANTA IZABEL DO OESTE","085498",4123808,4446
4447,"SERVIÇO DISTRITAL DE SANTA LUCIA","082727",4123824,4447
4448,"SERVIÇO DISTRITAL DE SANTA MARIA DO OESTE","141796",4123857,4448
4449,"SERVIÇO DISTRITAL DE SAO JOSE","144923",4123857,4449
4450,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO PRECARIAMENTE, O REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","081745",4123907,4450
4451,"SERVIÇO DISTRITAL DE SANTA MONICA","081463",4123956,4451
4452,"SERVIÇO DISTRITAL DE SANTA TEREZA DO OESTE","129403",4124020,4452
4453,"SERVIÇO DISTRITAL DE SANTA TEREZINHA DE ITAIPU","129585",4124053,4453
4454,"SERVIÇO DISTRITAL DE SANTANA DO ITARARE","140210",4124004,4454
4455,"SERVIÇO DISTRITAL DE CONSELHEIRO ZACARIAS","082552",4124103,4455
4456,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","082610",4124103,4456
4457,"SERVIÇO DISTRITAL DE MONTE REAL","085506",4124103,4457
4458,"SERVIÇO DISTRITAL DE VILA NOVA","088393",4127700,4458
4459,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E  CIVIL DAS PESSOAS JURIDICAS","084996",4127809,4459
4460,"SERVIÇO DISTRITAL MARQUES DE ABRANTES","082487",4127882,4460
4461,"SERVIÇO DISTRITAL DE TUNEIRAS DO OESTE-PR","130500",4127908,4461
4462,"SERVIÇO DISTRITAL DE TURVO","088427",4127965,4462
4463,"REGISTRO DE IMOVEIS ACUMULANDO PRECARIAMENTE OS REGISTRO CIVIL DAS PESSOAS NATURAIS E REGISTRO DE TILULOS E DOCUMENTOS","085175",4128005,4463
4464,"SERVIÇO DISTRITAL DE YOLANDA","088435",4128005,4464
4465,"SERVIÇO NOTARIAL E REGISTRO CIVIL DE SANTA ELISA","086934",4128104,4465
4466,"SERVIÇO DISTRITAL DE LOVAT","086926",4128104,4466
4467,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS,ACUMULANDO,PRECARIAMENTE,O SERVIÇO DO REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","084160",4128203,4467
4468,"SERVIÇO DISTRITAL DE UNIFLOR","085738",4128302,4468
4469,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085001",4128500,4469
4470,"RCPN 4ºDISTRITO DE ANGRA DOS REIS","092692",3300100,4470
4471,"RCPN DO 1º DISTRITO DE ANGRA DOS REIS","092775",3300100,4471
4472,"CARTÓRIO DO OFICIO UNICO DE ARRAIAL DO CABO","091033",3300258,4472
4473,"RCPN DO 1º DISTRITO DA COMARCA DE BOM JARDIM","092767",3300506,4473
4474,"CARTÓRIO DO 2º OFICIO DE JUSTICA","090472",3300605,4474
4475,"RCPN DO 1º DISTRITO DE CACHOEIRAS DE MACACU","092791",3300803,4475
4476,"CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS DO 1º DISTRITO DE CAMBUCI-RJ","091363",3300902,4476
4477,"CAMPOS CARTÓRIO DO 17 DISTRITO DE NOTAS","089466",3301009,4477
4478,"CARTÓRIO DO RCPN E NOTAS DO 11° DISTRITO DE CAMPOS DOS GOYTACAZES-RJ","091173",3301009,4478
4479,"RCPN DO 10º DISTRITO DE CAMPOS DOS GOYTACAZES/RJ","092734",3301009,4479
4480,"REGISTRO CIVIL PESSOAS NATURAIS DO 2º SUBDISTRITO DO 1º DISTRITO DE CAMPOS DOS GOYTACAZES-RJ","093310",3301009,4480
4481,"CARTÓRIO DO RCPN DO 20º DISTRITO DE CAMPOS DOS GOYTACAZES","091207",3301009,4481
